id,bid_month,system_time,real_lowest_price_time,real_lowest_price,real_lowest_price_from,real_lowest_price_to,bid_date,alert_price,avg_price,bid_people_num,bid_percent,license_num,lowest_price,lowest_price_time,lowest_price_time_order
1365,201611,11:29:32,11:28:51,87500,87200,87800,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1366,201611,11:29:33,11:28:46,87500,87200,87800,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1367,201611,11:29:34,11:28:37,87500,87200,87800,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1368,201611,11:29:35,11:29:22,87600,87300,87900,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1369,201611,11:29:36,11:29:12,87600,87300,87900,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1370,201611,11:29:37,11:29:07,87600,87300,87900,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1371,201611,11:29:38,11:28:58,87600,87300,87900,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1372,201611,11:29:39,11:29:36,87700,87400,88000,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1373,201611,11:29:40,11:29:30,87700,87400,88000,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1374,201611,11:29:41,11:29:25,87700,87400,88000,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
1375,201611,11:29:42,11:29:20,87700,87400,88000,2016-11-19,86800,88665,215424,5.36%,11549,88600,11:29:57,2181
