201601	11:29:30	81800
201601	11:29:31	81800
201601	11:29:32	81800
201601	11:29:33	81800
201601	11:29:34	81800
201601	11:29:35	81800
201601	11:29:36	81800
201601	11:29:37	81800
201601	11:29:38	81800
201601	11:29:39	81800
201601	11:29:40	81800
201601	11:29:41	81800
201601	11:29:42	81800
201601	11:29:43	81800
201601	11:29:44	81900
201601	11:29:45	81900
201601	11:29:46	81900
201601	11:29:47	82000
201601	11:29:48	82000
201601	11:29:49	82000
201601	11:29:50	82100
201601	11:29:51	82100
201601	11:29:52	82100
201601	11:29:53	82100
201601	11:29:54	82200
201601	11:29:55	82200
201601	11:29:56	82200
201601	11:29:57	82200
201601	11:29:58	82200
201601	11:29:59	82200
201602	11:29:30	81800
201602	11:29:31	81900
201602	11:29:32	81900
201602	11:29:33	82000
201602	11:29:34	82000
201602	11:29:35	82100
201602	11:29:36	82100
201602	11:29:37	82100
201602	11:29:38	82100
201602	11:29:39	82100
201602	11:29:40	82200
201602	11:29:41	82200
201602	11:29:42	82300
201602	11:29:43	82300
201602	11:29:44	82400
201602	11:29:45	82400
201602	11:29:46	82500
201602	11:29:47	82600
201602	11:29:48	82600
201602	11:29:49	82700
201602	11:29:50	82700
201602	11:29:51	82800
201602	11:29:52	82900
201602	11:29:53	83000
201602	11:29:54	83000
201602	11:29:55	83000
201602	11:29:56	83100
201602	11:29:57	83100
201602	11:29:58	83200
201602	11:29:59	83200
201603	11:29:30	81800
201603	11:29:31	81900
201603	11:29:32	81900
201603	11:29:33	82000
201603	11:29:34	82000
201603	11:29:35	82100
201603	11:29:36	82100
201603	11:29:37	82100
201603	11:29:38	82100
201603	11:29:39	82100
201603	11:29:40	82100
201603	11:29:41	82100
201603	11:29:42	82200
201603	11:29:43	82200
201603	11:29:44	82200
201603	11:29:45	82300
201603	11:29:46	82400
201603	11:29:47	82400
201603	11:29:48	82500
201603	11:29:49	82500
201603	11:29:50	82600
201603	11:29:51	82700
201603	11:29:52	82800
201603	11:29:53	82800
201603	11:29:54	82900
201603	11:29:55	83000
201603	11:29:56	83000
201603	11:29:57	83000
201603	11:29:58	83000
201603	11:29:59	83100
201604	11:29:30	84000
201604	11:29:31	84000
201604	11:29:32	84000
201604	11:29:33	84000
201604	11:29:34	84000
201604	11:29:35	84000
201604	11:29:36	84000
201604	11:29:37	84000
201604	11:29:38	84000
201604	11:29:39	84100
201604	11:29:40	84100
201604	11:29:41	84200
201604	11:29:42	84200
201604	11:29:43	84300
201604	11:29:44	84300
201604	11:29:45	84300
201604	11:29:46	84300
201604	11:29:47	84400
201604	11:29:48	84400
201604	11:29:49	84400
201604	11:29:50	84500
201604	11:29:51	84500
201604	11:29:52	84500
201604	11:29:53	84600
